/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -48.73907 * LONGITUDE: -62.15592
	DATE/TIME START: 2018-05-10T11:22:58 * DATE/TIME END: 2018-05-10T13:03:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 30081m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
13891	143.55	-60.89	2.5	269	31.5
13895	143.46	-60.93	2.5	269	31.5
13899	143.36	-60.97	2.5	269	31.5
13903	143.28	-61.01	2.5	269	31.5
13907	143.19	-61.04	2.5	269	31.5
13911	143.10	-61.05	2.5	269	31.5
13914	143.01	-61.07	2.5	269	31.5
13918	142.93	-61.09	2.5	269	31.4
13922	142.85	-61.11	2.4	268	31.4
13925	142.76	-61.13	2.4	268	31.4
13929	142.67	-61.15	2.4	268	31.4
13933	142.59	-61.15	2.4	268	31.3
13936	142.51	-61.13	2.4	268	31.3
13939	142.44	-61.10	2.4	268	31.2
13943	142.36	-61.08	2.4	269	31.2
13947	142.27	-61.06	2.4	269	31.1
13950	142.18	-61.06	2.4	269	31.1
13954	142.10	-61.07	2.4	269	31.0
13958	142.02	-61.08	2.4	269	30.9
13961	141.94	-61.08	2.4	269	30.9
13965	141.85	-61.06	2.4	269	30.8
13969	141.77	-61.01	2.4	269	30.8
13973	141.68	-60.97	2.4	269	30.7
13977	141.58	-60.97	2.3	270	30.6
13981	141.48	-61.00	2.3	270	30.5
13985	141.38	-61.03	2.3	270	30.5
13990	141.29	-61.03	2.3	270	30.4
13993	141.20	-61.02	2.3	270	30.3
13997	141.12	-60.99	2.3	271	30.3
14001	141.03	-60.97	2.3	271	30.2
14005	140.94	-60.96	2.3	271	30.1
14009	140.85	-60.98	2.3	271	30.1
14013	140.76	-61.00	2.2	272	30.0
14017	140.67	-61.01	2.2	272	30.0
14021	140.58	-61.01	2.2	272	29.9
14025	140.49	-61.01	2.2	272	29.9
14029	140.40	-61.03	2.2	273	29.8
14033	140.31	-61.05	2.2	273	29.8
14037	140.22	-61.07	2.2	273	29.8
14041	140.13	-61.08	2.2	273	29.7
14044	140.05	-61.09	2.2	274	29.7
14048	139.96	-61.11	2.1	274	29.7
14053	139.86	-61.13	2.1	274	29.7
14057	139.77	-61.15	2.1	274	29.6
14061	139.68	-61.18	2.1	275	29.6
14065	139.59	-61.22	2.1	275	29.6
14069	139.49	-61.24	2.1	275	29.6
14073	139.40	-61.25	2.1	275	29.6
14078	139.30	-61.26	2.1	275	29.6
14082	139.20	-61.26	2.1	276	29.6
14086	139.11	-61.22	2.1	276	29.6
14090	139.02	-61.16	2.1	276	29.6
14094	138.92	-61.12	2.1	276	29.6
14098	138.84	-61.13	2.1	276	29.6
14102	138.75	-61.15	2.1	276	29.7
14106	138.67	-61.15	2.1	277	29.7
14110	138.58	-61.14	2.1	277	29.7
14114	138.49	-61.15	2.1	277	29.7
14118	138.40	-61.19	2.1	277	29.8
14122	138.31	-61.25	2.1	277	29.8
14126	138.21	-61.28	2.1	277	29.8
14131	138.11	-61.30	2.1	277	29.9
14135	138.02	-61.32	2.2	277	29.9
14139	137.92	-61.36	2.2	278	29.9
14144	137.81	-61.41	2.2	278	30.0
14149	137.71	-61.46	2.3	278	30.1
14154	137.60	-61.49	2.3	278	30.1
14158	137.50	-61.50	2.3	278	30.2
14163	137.40	-61.52	2.3	278	30.2
14167	137.30	-61.54	2.3	278	30.3
14171	137.21	-61.56	2.3	278	30.4
14176	137.11	-61.59	2.3	278	30.4
14180	137.01	-61.63	2.3	278	30.5
14185	136.91	-61.69	2.3	279	30.6
14189	136.82	-61.73	2.3	279	30.7
14193	136.72	-61.75	2.3	279	30.7
14198	136.63	-61.79	2.4	279	30.8
14202	136.53	-61.85	2.4	279	30.9
14207	136.43	-61.91	2.4	279	31.0
14211	136.32	-61.95	2.4	279	31.0
14216	136.22	-61.96	2.4	279	31.1
14221	136.11	-61.96	2.4	279	31.2
14226	136.01	-61.97	2.4	279	31.3
14230	135.91	-61.99	2.4	279	31.4
14235	135.81	-62.03	2.4	279	31.4
14240	135.70	-62.10	2.4	279	31.5
14245	135.59	-62.18	2.4	279	31.6
14249	135.49	-62.21	2.5	279	31.7
14253	135.40	-62.21	2.5	279	31.7
14257	135.32	-62.17	2.5	279	31.8
14261	135.22	-62.13	2.4	279	31.9
14266	135.12	-62.14	2.4	279	31.9
14271	135.02	-62.20	2.4	279	32.0
14275	134.93	-62.24	2.5	278	32.1
14279	134.84	-62.27	2.5	278	32.1
14283	134.75	-62.28	2.5	278	32.2
14287	134.66	-62.28	2.5	278	32.3
14292	134.56	-62.27	2.4	278	32.4
14296	134.47	-62.27	2.5	278	32.4
14301	134.37	-62.30	2.5	278	32.5
14305	134.28	-62.38	2.5	278	32.6
14309	134.18	-62.47	2.5	278	32.7
14314	134.08	-62.54	2.5	278	32.8
14318	133.99	-62.57	2.6	277	32.9
14322	133.89	-62.59	2.6	277	33.0
14327	133.79	-62.60	2.6	277	33.1
14332	133.69	-62.61	2.6	277	33.2
14337	133.58	-62.63	2.6	277	33.3
14342	133.47	-62.65	2.7	277	33.4
14347	133.36	-62.67	2.7	277	33.5
14352	133.25	-62.66	2.8	276	33.6
14357	133.14	-62.63	2.8	276	33.7
14362	133.04	-62.61	2.8	276	33.9
14367	132.94	-62.61	2.8	276	34.0
14371	132.83	-62.63	2.8	276	34.1
14376	132.73	-62.64	2.8	276	34.2
14381	132.62	-62.64	2.8	275	34.3
14386	132.52	-62.66	2.8	275	34.4
14391	132.41	-62.70	2.8	275	34.5
14396	132.30	-62.75	2.8	275	34.6
14401	132.20	-62.78	2.8	275	34.7
14405	132.10	-62.80	2.8	275	34.8
14410	132.00	-62.80	2.8	274	34.8
14415	131.90	-62.79	2.8	274	34.9
14419	131.80	-62.77	2.7	274	35.0
14424	131.71	-62.76	2.7	274	35.0
14428	131.62	-62.77	2.8	274	35.1
14433	131.52	-62.82	2.8	274	35.1
14437	131.42	-62.87	2.8	273	35.2
14442	131.33	-62.92	2.8	273	35.2
14447	131.22	-62.94	2.8	273	35.2
14451	131.12	-62.95	2.8	273	35.3
14457	131.01	-62.97	2.8	273	35.3
14462	130.90	-63.00	2.8	273	35.3
14467	130.80	-63.01	2.8	272	35.3
14471	130.70	-63.00	2.8	272	35.3
14476	130.61	-62.99	2.8	272	35.3
14480	130.51	-63.01	2.8	272	35.4
14485	130.40	-63.03	2.8	272	35.4
14490	130.29	-63.05	2.8	272	35.4
14495	130.19	-63.09	2.8	271	35.4
14500	130.09	-63.15	2.8	271	35.5
14505	129.99	-63.23	2.8	271	35.5
14510	129.89	-63.30	2.8	271	35.6
14514	129.78	-63.34	2.8	271	35.6
14519	129.68	-63.36	2.8	270	35.6
14524	129.58	-63.40	2.8	270	35.7
14529	129.48	-63.42	2.8	270	35.8
14534	129.38	-63.42	2.7	270	35.8
14539	129.27	-63.37	2.7	270	35.9
14543	129.17	-63.33	2.7	269	36.0
14548	129.07	-63.30	2.7	269	36.0
14553	128.98	-63.27	2.7	269	36.1
14557	128.88	-63.24	2.7	269	36.2
14562	128.78	-63.24	2.7	268	36.3
14567	128.68	-63.26	2.7	268	36.4
14572	128.58	-63.24	2.7	268	36.4
14577	128.47	-63.18	2.7	268	36.5
14582	128.37	-63.14	2.7	268	36.6
14587	128.27	-63.15	2.7	268	36.6
14592	128.16	-63.20	2.7	267	36.7
14596	128.06	-63.23	2.7	267	36.8
14601	127.96	-63.25	2.6	267	36.8
14606	127.85	-63.24	2.6	267	36.9
14611	127.75	-63.21	2.6	267	36.9
14616	127.66	-63.18	2.6	267	36.9
14621	127.56	-63.19	2.5	267	36.9
14625	127.46	-63.25	2.5	267	37.0
14630	127.36	-63.29	2.4	266	37.0
14635	127.26	-63.30	2.4	266	36.9
14640	127.16	-63.25	2.4	266	36.9
14645	127.06	-63.18	2.3	266	36.9
14650	126.96	-63.11	2.3	266	36.9
14655	126.86	-63.08	2.2	266	36.8
14659	126.76	-63.09	2.2	266	36.8
14664	126.66	-63.11	2.2	266	36.7
14669	126.56	-63.12	2.2	266	36.6
14674	126.47	-63.12	2.2	266	36.5
14678	126.37	-63.10	2.1	266	36.4
14682	126.28	-63.06	2.0	266	36.3
14687	126.19	-63.01	2.0	266	36.2
14691	126.11	-62.96	2.0	266	36.1
14695	126.02	-62.91	2.0	266	36.0
14700	125.93	-62.85	2.0	266	35.8
14704	125.83	-62.76	1.9	266	35.7
14709	125.74	-62.64	1.9	266	35.6
14714	125.64	-62.47	1.8	266	35.4
14718	125.55	-62.29	1.8	266	35.3
14723	125.45	-62.12	1.8	266	35.1
14728	125.35	-61.99	1.8	266	35.0
14733	125.26	-61.89	1.8	266	34.8
14738	125.16	-61.76	1.8	266	34.7
14742	125.06	-61.55	1.8	266	34.5
14747	124.97	-61.29	1.8	266	34.3
14751	124.89	-61.05	1.8	266	34.2
14755	124.81	-60.88	1.8	266	34.1
14760	124.72	-60.77	1.8	266	33.9
14764	124.62	-60.70	1.8	266	33.8
14770	124.51	-60.67	1.8	266	33.6
14774	124.42	-60.67	1.9	266	33.5
14779	124.32	-60.67	1.9	267	33.4
14784	124.23	-60.67	1.9	267	33.2
14789	124.13	-60.67	1.9	267	33.1
14793	124.04	-60.66	1.9	267	33.0
14798	123.95	-60.64	1.9	267	32.9
14803	123.86	-60.61	1.8	267	32.8
14807	123.76	-60.60	1.8	267	32.7
14812	123.67	-60.58	1.8	267	32.7
14817	123.57	-60.55	1.8	267	32.6
14822	123.47	-60.52	1.8	267	32.5
14827	123.36	-60.50	1.8	267	32.5
14833	123.26	-60.49	1.8	267	32.4
14838	123.15	-60.47	1.7	268	32.4
14844	123.04	-60.46	1.7	268	32.4
14849	122.93	-60.46	1.7	268	32.3
14854	122.84	-60.49	1.7	268	32.3
14859	122.75	-60.53	1.7	268	32.3
14863	122.66	-60.57	1.7	268	32.3
14867	122.57	-60.61	1.7	268	32.3
14872	122.48	-60.66	1.7	269	32.3
14877	122.39	-60.69	1.7	269	32.2
14882	122.29	-60.70	1.6	269	32.2
14887	122.19	-60.74	1.6	269	32.2
14892	122.09	-60.78	1.6	269	32.2
14897	121.98	-60.82	1.6	269	32.2
14903	121.87	-60.85	1.6	269	32.2
14910	121.74	-60.88	1.5	269	32.2
14917	121.60	-60.90	1.5	270	32.2
14925	121.44	-60.94	1.5	270	32.2
14934	121.27	-61.00	1.5	270	32.2
14942	121.12	-61.05	1.5	270	32.1
14948	120.99	-61.07	1.5	270	32.1
14953	120.89	-61.09	1.5	270	32.1
14958	120.80	-61.10	1.5	270	32.1
14963	120.71	-61.10	1.6	270	32.0
14967	120.62	-61.08	1.6	270	32.0
14972	120.53	-61.06	1.6	270	32.0
14976	120.44	-61.04	1.6	270	31.9
14981	120.35	-61.04	1.6	270	31.9
14987	120.24	-61.06	1.6	270	31.9
14993	120.12	-61.09	1.7	270	31.9
14999	120.01	-61.09	1.7	270	31.8
15003	119.92	-61.11	1.7	270	31.8
15007	119.84	-61.15	1.7	270	31.8
15012	119.76	-61.20	1.7	270	31.8
15017	119.66	-61.24	1.7	270	31.8
15022	119.57	-61.27	1.7	270	31.8
15026	119.47	-61.29	1.7	270	31.8
15031	119.38	-61.32	1.7	270	31.8
15036	119.29	-61.36	1.7	270	31.8
15041	119.20	-61.39	1.7	270	31.8
15045	119.12	-61.41	1.7	270	31.8
15049	119.03	-61.42	1.7	270	31.8
15054	118.94	-61.46	1.7	270	31.9
15059	118.85	-61.51	1.7	270	31.9
15064	118.75	-61.56	1.7	270	31.9
15069	118.66	-61.60	1.7	270	32.0
15074	118.57	-61.65	1.7	269	32.0
15079	118.47	-61.71	1.7	269	32.1
15084	118.38	-61.75	1.8	269	32.1
15088	118.29	-61.78	1.8	269	32.2
15092	118.21	-61.77	1.8	269	32.2
15097	118.12	-61.76	1.8	269	32.2
15101	118.04	-61.78	1.8	269	32.3
15106	117.95	-61.82	1.8	269	32.3
15110	117.87	-61.86	1.9	269	32.4
15115	117.78	-61.91	1.9	269	32.4
15119	117.69	-61.98	1.9	269	32.5
15124	117.60	-62.05	1.9	268	32.5
15129	117.51	-62.07	1.9	268	32.5
15134	117.42	-62.07	1.9	268	32.6
15138	117.33	-62.08	1.9	268	32.6
15143	117.24	-62.13	1.9	268	32.7
15148	117.15	-62.18	1.9	268	32.7
15153	117.06	-62.22	1.9	268	32.7
15157	116.98	-62.27	1.9	268	32.8
15162	116.89	-62.32	1.9	268	32.8
15166	116.80	-62.36	1.8	268	32.8
15171	116.71	-62.38	1.8	268	32.8
15176	116.62	-62.38	1.8	268	32.9
15181	116.53	-62.39	1.7	268	32.9
15186	116.44	-62.41	1.7	267	32.9
15191	116.34	-62.47	1.7	267	32.9
15196	116.25	-62.53	1.7	267	32.9
15201	116.16	-62.55	1.6	267	32.9
15205	116.07	-62.52	1.6	267	32.9
15210	115.97	-62.52	1.7	267	32.9
15215	115.88	-62.58	1.7	267	32.9
15220	115.79	-62.66	1.7	267	32.9
15225	115.70	-62.75	1.7	267	32.9
15230	115.61	-62.82	1.7	267	32.9
15235	115.52	-62.87	1.8	267	32.9
15239	115.43	-62.89	1.8	267	32.9
15244	115.34	-62.90	1.9	267	32.9
15249	115.25	-62.92	1.9	267	32.9
15254	115.16	-62.96	1.9	267	32.8
15258	115.07	-63.00	1.9	266	32.8
15263	114.98	-63.05	1.9	266	32.8
15269	114.88	-63.11	1.9	266	32.8
15274	114.79	-63.19	1.9	266	32.8
15279	114.69	-63.25	1.9	266	32.7
15284	114.60	-63.28	1.9	266	32.7
15289	114.49	-63.29	1.9	266	32.7
15295	114.39	-63.32	1.9	266	32.7
15300	114.29	-63.37	2.0	266	32.6
15305	114.20	-63.43	1.9	266	32.6
15310	114.11	-63.46	1.9	266	32.6
15315	114.02	-63.48	1.9	266	32.6
15319	113.93	-63.50	1.9	266	32.6
15324	113.84	-63.53	2.0	266	32.6
15329	113.75	-63.56	2.0	266	32.6
15334	113.66	-63.59	2.0	266	32.5
15339	113.56	-63.63	2.0	265	32.5
15345	113.46	-63.68	2.1	265	32.5
15350	113.36	-63.73	2.1	265	32.5
15356	113.26	-63.77	2.1	265	32.6
15361	113.17	-63.82	2.1	265	32.6
15366	113.07	-63.85	2.1	265	32.6
15371	112.98	-63.86	2.1	265	32.6
15376	112.89	-63.87	2.1	265	32.6
15381	112.79	-63.89	2.1	265	32.6
15387	112.69	-63.92	2.1	265	32.7
15392	112.58	-63.96	2.1	265	32.7
15398	112.47	-63.98	2.1	264	32.7
15405	112.36	-64.01	2.1	264	32.7
15411	112.25	-64.05	2.1	264	32.8
15417	112.14	-64.08	2.0	264	32.8
15422	112.04	-64.09	2.0	264	32.8
15427	111.94	-64.06	2.0	264	32.8
15432	111.85	-64.00	2.0	264	32.9
15437	111.76	-63.91	2.0	264	32.9
15443	111.66	-63.83	2.0	263	32.9
15449	111.55	-63.76	1.9	263	32.9
15455	111.44	-63.70	1.9	263	32.9
15461	111.34	-63.62	1.9	263	32.9
15466	111.24	-63.51	1.9	263	32.8
15472	111.14	-63.39	1.9	263	32.8
15477	111.04	-63.29	1.9	263	32.8
15483	110.93	-63.25	1.9	263	32.7
15489	110.82	-63.24	1.9	262	32.7
15495	110.71	-63.25	1.9	262	32.6
15502	110.59	-63.29	1.9	262	32.5
15508	110.48	-63.32	1.9	262	32.4
15515	110.36	-63.35	1.9	262	32.3
15520	110.26	-63.38	1.9	262	32.2
15526	110.16	-63.40	1.9	262	32.1
15531	110.06	-63.36	1.9	262	31.9
15537	109.96	-63.16	1.8	262	31.8
15543	109.85	-62.78	1.8	262	31.6
15549	109.74	-62.42	1.8	261	31.5
15555	109.64	-62.22	1.8	261	31.3
15561	109.53	-62.13	1.8	261	31.1
15567	109.43	-62.06	1.8	261	31.0
15573	109.32	-62.00	1.8	261	30.8
15579	109.22	-61.94	1.8	261	30.6
15585	109.11	-61.89	1.8	261	30.4
15591	109.01	-61.85	1.8	261	30.2
15597	108.90	-61.80	1.8	261	30.0
15603	108.79	-61.77	1.9	261	29.8
15609	108.68	-61.74	1.9	261	29.6
15615	108.58	-61.74	1.9	261	29.4
15620	108.49	-61.75	1.9	261	29.2
15625	108.40	-61.76	1.8	261	29.0
15630	108.31	-61.76	1.9	261	28.8
15636	108.21	-61.78	1.9	261	28.6
15643	108.10	-61.84	1.9	261	28.4
15650	107.98	-61.90	1.8	261	28.2
15656	107.86	-61.93	1.8	262	28.0
15662	107.76	-61.92	1.8	262	27.8
15667	107.67	-61.87	1.8	262	27.6
15672	107.58	-61.80	1.8	262	27.4
15678	107.49	-61.75	1.7	262	27.2
15684	107.39	-61.73	1.7	262	27.0
15689	107.29	-61.73	1.7	263	26.8
15694	107.20	-61.72	1.7	263	26.7
15699	107.12	-61.69	1.7	263	26.5
15704	107.04	-61.65	1.7	263	26.3
15709	106.95	-61.61	1.6	264	26.1
15714	106.85	-61.57	1.6	264	25.9
15720	106.76	-61.52	1.6	264	25.8
15726	106.66	-61.46	1.6	265	25.6
15731	106.57	-61.41	1.6	265	25.4
15736	106.48	-61.36	1.6	265	25.3
15741	106.39	-61.35	1.6	266	25.2
15746	106.31	-61.38	1.6	266	25.0
15751	106.22	-61.41	1.6	266	24.9
15756	106.13	-61.43	1.6	267	24.8
15762	106.04	-61.42	1.6	267	24.7
15767	105.95	-61.41	1.6	268	24.6
15772	105.87	-61.40	1.6	268	24.5
15777	105.78	-61.37	1.6	268	24.4
15782	105.70	-61.36	1.5	269	24.4
15787	105.61	-61.36	1.5	269	24.3
15792	105.53	-61.35	1.5	270	24.3
15797	105.44	-61.35	1.5	271	24.3
15802	105.35	-61.36	1.5	271	24.3
15808	105.25	-61.40	1.5	272	24.3
15813	105.16	-61.45	1.5	272	24.3
15818	105.08	-61.48	1.5	273	24.3
15823	104.99	-61.51	1.5	273	24.4
15828	104.90	-61.49	1.5	274	24.4
15834	104.81	-61.42	1.5	274	24.5
15840	104.72	-61.36	1.5	275	24.5
15845	104.62	-61.33	1.5	275	24.6
15850	104.53	-61.30	1.5	276	24.7
15856	104.44	-61.29	1.5	277	24.8
15861	104.35	-61.28	1.5	277	24.8
15867	104.25	-61.25	1.5	278	24.9
15874	104.13	-61.21	1.5	278	25.0
15881	104.02	-61.18	1.5	279	25.0
15888	103.90	-61.16	1.6	279	25.1
15895	103.79	-61.14	1.6	279	25.2
15901	103.68	-61.14	1.6	280	25.2
15907	103.59	-61.16	1.6	280	25.3
15913	103.49	-61.18	1.6	281	25.3
15918	103.39	-61.19	1.6	281	25.4
15924	103.30	-61.22	1.6	281	25.4
15930	103.20	-61.27	1.6	281	25.4
15936	103.09	-61.31	1.6	282	25.5
15943	102.99	-61.33	1.6	282	25.5
15949	102.89	-61.35	1.6	282	25.5
15954	102.79	-61.40	1.6	282	25.5
15960	102.70	-61.47	1.6	283	25.5
15966	102.60	-61.54	1.6	283	25.5
15972	102.51	-61.60	1.6	283	25.5
15977	102.42	-61.64	1.6	283	25.4
15982	102.34	-61.65	1.6	283	25.4
15986	102.27	-61.67	1.6	283	25.4
15991	102.19	-61.70	1.6	284	25.4
15996	102.11	-61.73	1.6	284	25.3
16001	102.02	-61.78	1.6	284	25.3
16006	101.95	-61.83	1.6	284	25.3
16010	101.87	-61.88	1.6	284	25.2
16015	101.80	-61.92	1.7	284	25.2
16019	101.73	-61.96	1.7	284	25.1
16024	101.65	-61.99	1.7	284	25.1
16029	101.56	-62.01	1.7	284	25.1
16034	101.48	-62.05	1.7	284	25.0
16040	101.39	-62.11	1.7	284	25.0
16045	101.29	-62.19	1.7	284	25.0
16051	101.20	-62.28	1.7	284	24.9
16057	101.11	-62.35	1.7	284	24.9
16062	101.03	-62.39	1.7	285	24.9
16066	100.95	-62.44	1.7	285	24.9
16071	100.88	-62.48	1.7	285	24.9
16075	100.81	-62.51	1.7	285	24.8
16079	100.74	-62.54	1.7	285	24.8
16084	100.66	-62.56	1.7	285	24.8
16089	100.58	-62.60	1.7	285	24.8
16094	100.49	-62.66	1.7	285	24.8
16100	100.41	-62.73	1.8	285	24.9
16104	100.33	-62.80	1.8	285	24.9
16109	100.25	-62.84	1.8	285	24.9
16114	100.17	-62.85	1.7	285	24.9
16119	100.09	-62.87	1.7	285	24.9
16123	100.02	-62.89	1.7	285	25.0
16128	99.94	-62.91	1.8	285	25.0
16133	99.86	-62.93	1.8	285	25.1
16138	99.78	-62.96	1.8	285	25.1
16143	99.71	-63.00	1.8	286	25.2
16147	99.63	-63.05	1.7	286	25.2
16152	99.55	-63.13	1.8	286	25.3
16157	99.47	-63.22	1.8	286	25.4
16162	99.40	-63.29	1.8	286	25.5
16166	99.33	-63.33	1.8	286	25.6
16170	99.26	-63.34	1.8	286	25.7
16174	99.19	-63.37	1.7	286	25.8
16179	99.12	-63.42	1.8	287	25.9
16184	99.03	-63.46	1.8	287	26.0
16189	98.95	-63.48	1.8	287	26.1
16194	98.88	-63.49	1.8	287	26.2
16199	98.80	-63.49	1.7	287	26.4
16204	98.72	-63.51	1.7	287	26.5
16209	98.64	-63.56	1.7	288	26.7
16214	98.56	-63.63	1.7	288	26.8
16218	98.48	-63.68	1.8	288	27.0
16223	98.41	-63.73	1.8	288	27.2
16228	98.33	-63.79	1.8	288	27.4
16233	98.25	-63.83	1.8	288	27.6
16238	98.17	-63.86	1.8	288	27.8
16243	98.08	-63.86	1.8	289	28.0
16250	97.98	-63.81	1.8	289	28.2
16256	97.87	-63.72	1.8	289	28.4
16263	97.77	-63.67	1.8	289	28.6
16269	97.67	-63.66	1.8	289	28.9
16275	97.57	-63.68	1.9	289	29.1
16281	97.49	-63.69	1.9	289	29.3
16285	97.41	-63.69	1.9	289	29.5
16290	97.34	-63.70	1.9	289	29.8
16294	97.27	-63.71	1.9	289	30.0
16299	97.20	-63.72	1.9	289	30.2
16303	97.14	-63.72	2.0	289	30.4
16307	97.07	-63.73	2.0	289	30.7
16312	96.99	-63.73	2.0	289	30.9
16317	96.91	-63.74	2.0	289	31.1
16322	96.84	-63.74	2.0	289	31.3
16326	96.76	-63.73	2.0	289	31.5
16331	96.69	-63.74	1.9	288	31.7
16336	96.61	-63.77	1.9	288	31.9
16342	96.53	-63.80	1.9	288	32.0
16347	96.44	-63.80	1.9	288	32.2
16352	96.36	-63.77	1.9	288	32.4
16357	96.28	-63.74	1.9	288	32.5
16362	96.21	-63.71	1.9	287	32.7
16367	96.13	-63.71	1.9	287	32.8
16372	96.05	-63.70	1.9	287	32.9
16376	95.98	-63.70	1.9	287	33.1
16381	95.90	-63.70	1.9	287	33.2
16386	95.82	-63.71	2.0	286	33.3
16392	95.74	-63.73	2.0	286	33.4
16397	95.65	-63.78	2.0	286	33.5
16403	95.57	-63.81	2.0	286	33.6
16408	95.49	-63.82	2.0	285	33.7
16413	95.41	-63.81	2.1	285	33.8
16417	95.34	-63.79	2.1	285	33.9
16422	95.27	-63.75	2.1	285	33.9
16426	95.20	-63.74	2.0	284	34.0
16431	95.12	-63.78	2.0	284	34.1
16436	95.05	-63.84	2.1	284	34.1
16441	94.97	-63.89	2.1	283	34.2
16446	94.89	-63.93	2.1	283	34.2
16452	94.80	-63.96	2.0	283	34.3
16458	94.71	-63.99	2.0	283	34.3
16464	94.62	-64.03	2.0	282	34.4
16469	94.53	-64.06	2.1	282	34.4
16475	94.45	-64.05	2.1	282	34.4
16480	94.37	-64.02	2.0	282	34.4
16485	94.30	-64.00	2.0	281	34.5
16489	94.23	-64.03	2.0	281	34.5
16493	94.16	-64.07	2.0	281	34.5
16498	94.09	-64.13	2.1	281	34.5
16503	94.01	-64.15	2.1	280	34.5
16509	93.93	-64.13	2.1	280	34.5
16514	93.85	-64.11	2.0	280	34.5
16519	93.77	-64.14	2.0	279	34.5
16524	93.69	-64.20	2.0	279	34.5
16528	93.63	-64.26	2.0	279	34.5
16533	93.56	-64.30	2.0	278	34.5
16538	93.48	-64.35	2.0	278	34.5
16542	93.41	-64.39	2.0	278	34.5
16547	93.34	-64.39	2.0	277	34.5
16551	93.28	-64.39	2.0	277	34.5
16555	93.21	-64.38	2.0	277	34.5
16560	93.15	-64.38	2.0	276	34.5
16564	93.08	-64.40	2.0	276	34.5
16568	93.02	-64.44	2.0	276	34.5
16572	92.95	-64.49	2.1	275	34.4
16577	92.89	-64.54	2.0	275	34.4
16581	92.82	-64.57	2.0	275	34.4
16585	92.76	-64.60	2.0	274	34.4
16590	92.69	-64.61	2.0	274	34.4
16595	92.61	-64.62	2.0	273	34.4
16600	92.54	-64.65	2.0	273	34.3
16605	92.46	-64.67	2.0	273	34.3
16610	92.39	-64.66	2.0	272	34.3
16615	92.31	-64.60	2.0	272	34.2
16619	92.25	-64.52	1.9	272	34.2
16623	92.19	-64.45	1.9	271	34.1
16627	92.13	-64.38	1.9	271	34.0
16632	92.06	-64.32	1.9	270	34.0
16636	91.99	-64.25	1.9	270	33.9
16641	91.92	-64.18	1.9	270	33.8
16645	91.85	-64.12	1.9	269	33.7
16650	91.78	-64.07	1.9	269	33.6
16654	91.72	-64.01	1.9	269	33.5
16659	91.64	-63.96	1.9	268	33.4
16664	91.57	-63.94	2.0	268	33.2
16669	91.49	-63.95	2.0	267	33.1
16674	91.42	-63.95	2.0	267	33.0
16679	91.35	-63.92	1.9	267	32.8
16684	91.27	-63.88	1.9	266	32.7
16689	91.20	-63.86	1.9	266	32.5
16694	91.12	-63.84	1.9	266	32.4
16698	91.06	-63.79	1.9	266	32.3
16703	91.00	-63.74	1.9	265	32.1
16707	90.93	-63.73	1.9	265	31.9
16712	90.86	-63.74	1.9	265	31.8
16716	90.80	-63.70	1.9	265	31.6
16720	90.74	-63.59	1.8	264	31.5
16724	90.68	-63.41	1.8	264	31.3
16728	90.62	-63.24	1.7	264	31.2
16732	90.56	-63.10	1.7	264	31.0
16736	90.50	-62.97	1.7	264	30.9
16741	90.43	-62.82	1.7	263	30.7
16745	90.37	-62.71	1.7	263	30.6
16749	90.31	-62.64	1.7	263	30.5
16753	90.25	-62.58	1.7	263	30.4
16756	90.20	-62.53	1.7	263	30.2
16760	90.15	-62.51	1.7	263	30.1
16764	90.10	-62.50	1.7	263	30.0
16768	90.03	-62.47	1.7	262	29.9
16772	89.97	-62.43	1.7	262	29.8
16777	89.91	-62.40	1.7	262	29.7
16781	89.84	-62.38	1.7	262	29.6
16786	89.78	-62.37	1.7	262	29.5
16790	89.71	-62.40	1.7	262	29.4
16795	89.64	-62.44	1.8	262	29.3
16800	89.57	-62.47	1.8	262	29.2
16804	89.51	-62.47	1.7	261	29.1
16809	89.44	-62.47	1.7	261	29.0
16813	89.38	-62.46	1.7	261	28.9
16818	89.31	-62.46	1.7	261	28.8
16822	89.24	-62.45	1.7	261	28.7
16827	89.18	-62.43	1.7	261	28.7
16831	89.11	-62.42	1.7	261	28.6
16836	89.05	-62.41	1.7	261	28.5
16840	88.98	-62.41	1.7	260	28.4
16845	88.92	-62.43	1.6	260	28.3
16849	88.85	-62.44	1.6	260	28.2
16854	88.79	-62.45	1.6	260	28.2
16858	88.73	-62.44	1.6	260	28.1
16863	88.66	-62.45	1.6	260	28.0
16868	88.59	-62.47	1.6	260	27.9
16873	88.52	-62.48	1.6	260	27.8
16877	88.46	-62.48	1.6	260	27.7
16881	88.40	-62.49	1.6	260	27.7
16885	88.34	-62.48	1.5	260	27.6
16890	88.27	-62.45	1.5	260	27.5
16894	88.21	-62.41	1.5	260	27.4
