/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -19.66389 * LONGITUDE: -33.65251
	DATE/TIME START: 2018-05-19T11:10:13 * DATE/TIME END: 2018-05-19T12:45:55
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 31196m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
15000	130.10	-72.05	17.3	306	27.8
15006	129.98	-72.08	17.4	306	27.9
15011	129.86	-72.10	17.4	306	28.0
15016	129.74	-72.14	17.4	306	28.1
15021	129.63	-72.18	17.3	306	28.2
15026	129.53	-72.19	17.3	306	28.4
15031	129.43	-72.20	17.3	306	28.4
15035	129.33	-72.22	17.3	306	28.5
15041	129.21	-72.26	17.2	306	28.6
15046	129.08	-72.28	17.2	305	28.7
15052	128.97	-72.30	17.1	305	28.8
15057	128.86	-72.32	17.1	305	28.9
15062	128.75	-72.31	17.1	305	28.9
15066	128.65	-72.29	17.0	305	29.0
15071	128.55	-72.30	16.9	304	29.0
15076	128.44	-72.35	16.8	304	29.1
15081	128.32	-72.37	16.8	304	29.1
15087	128.21	-72.38	16.7	304	29.1
15092	128.09	-72.38	16.6	304	29.1
15097	127.98	-72.38	16.5	303	29.1
15102	127.87	-72.38	16.4	303	29.1
15107	127.76	-72.38	16.3	303	29.1
15112	127.65	-72.42	16.2	303	29.1
15117	127.54	-72.48	16.1	302	29.1
15122	127.43	-72.51	16.0	302	29.1
15128	127.32	-72.52	16.0	302	29.0
15133	127.20	-72.53	15.8	302	29.0
15138	127.10	-72.54	15.7	301	29.0
15143	126.99	-72.53	15.5	301	28.9
15147	126.89	-72.49	15.4	301	28.9
15152	126.79	-72.43	15.2	301	28.9
15157	126.69	-72.38	15.1	300	28.8
15161	126.59	-72.34	15.0	300	28.8
15166	126.48	-72.33	14.9	300	28.7
15171	126.37	-72.34	14.7	300	28.7
15176	126.27	-72.32	14.6	300	28.6
15181	126.16	-72.25	14.4	299	28.6
15186	126.06	-72.19	14.2	299	28.6
15191	125.96	-72.17	14.0	299	28.5
15196	125.85	-72.14	13.9	299	28.5
15201	125.74	-72.13	13.7	299	28.5
15205	125.64	-72.12	13.6	298	28.4
15210	125.53	-72.12	13.4	298	28.4
15215	125.43	-72.13	13.3	298	28.3
15220	125.33	-72.13	13.2	298	28.3
15225	125.23	-72.15	13.0	298	28.3
15229	125.13	-72.19	12.8	298	28.2
15234	125.04	-72.23	12.6	298	28.1
15238	124.94	-72.27	12.5	298	28.1
15243	124.83	-72.32	12.3	298	28.0
15248	124.73	-72.35	12.2	297	27.9
15253	124.62	-72.36	12.0	297	27.8
15258	124.52	-72.37	11.8	297	27.8
15263	124.41	-72.36	11.6	297	27.6
15268	124.31	-72.33	11.5	297	27.5
15272	124.22	-72.30	11.3	298	27.4
15278	124.11	-72.25	11.2	298	27.3
15284	123.98	-72.20	11.0	298	27.1
15290	123.84	-72.17	10.8	298	27.0
15297	123.70	-72.14	10.6	298	26.8
15304	123.55	-72.06	10.5	298	26.6
15311	123.41	-71.93	10.3	298	26.4
15317	123.27	-71.84	10.2	298	26.2
15323	123.15	-71.82	10.1	299	26.0
15329	123.04	-71.84	10.0	299	25.8
15334	122.93	-71.85	9.9	299	25.6
15339	122.83	-71.85	9.8	299	25.4
15344	122.72	-71.86	9.7	300	25.2
15348	122.63	-71.86	9.6	300	25.0
15353	122.54	-71.85	9.4	300	24.8
15357	122.44	-71.81	9.2	300	24.6
15362	122.34	-71.74	9.1	301	24.4
15367	122.25	-71.70	9.1	301	24.2
15371	122.15	-71.70	9.0	301	24.0
15376	122.05	-71.65	9.0	301	23.8
15381	121.95	-71.51	8.9	301	23.6
15386	121.84	-71.34	8.8	302	23.4
15391	121.74	-71.22	8.8	302	23.3
15395	121.65	-71.17	8.7	302	23.1
15400	121.56	-71.15	8.6	302	22.9
15405	121.46	-71.15	8.5	302	22.8
15410	121.35	-71.15	8.4	302	22.7
15415	121.25	-71.16	8.4	302	22.5
15420	121.14	-71.18	8.3	303	22.4
15425	121.04	-71.21	8.2	303	22.3
15430	120.94	-71.24	8.1	303	22.2
15434	120.85	-71.25	7.9	303	22.1
15439	120.75	-71.20	7.8	303	22.0
15444	120.65	-71.15	7.7	303	21.9
15448	120.56	-71.12	7.6	302	21.9
15453	120.48	-71.10	7.6	302	21.8
15457	120.38	-71.12	7.6	302	21.7
15462	120.28	-71.17	7.6	302	21.7
15467	120.18	-71.23	7.6	302	21.6
15472	120.08	-71.29	7.5	302	21.5
15477	119.99	-71.34	7.4	302	21.5
15481	119.90	-71.39	7.3	302	21.4
15485	119.81	-71.43	7.2	302	21.4
15490	119.72	-71.46	7.1	302	21.3
15495	119.63	-71.48	7.1	301	21.2
15499	119.53	-71.48	7.0	301	21.2
15504	119.43	-71.50	7.1	301	21.1
15509	119.33	-71.53	7.1	301	21.1
15514	119.23	-71.56	7.1	301	21.0
15519	119.12	-71.59	7.1	301	21.0
15524	119.02	-71.61	7.1	301	20.9
15529	118.93	-71.63	7.1	301	20.9
15533	118.84	-71.65	7.2	301	20.8
15538	118.75	-71.67	7.1	300	20.7
15543	118.66	-71.70	7.1	300	20.7
15547	118.56	-71.72	7.1	300	20.6
15552	118.46	-71.74	7.1	300	20.5
15558	118.36	-71.77	7.1	300	20.5
15562	118.26	-71.80	7.2	300	20.4
15567	118.17	-71.83	7.2	300	20.3
15571	118.08	-71.85	7.3	300	20.2
15576	117.99	-71.88	7.4	300	20.1
15580	117.90	-71.93	7.4	300	20.0
15585	117.81	-71.99	7.3	300	20.0
15590	117.71	-72.04	7.3	300	19.9
15595	117.61	-72.09	7.4	300	19.8
15600	117.52	-72.13	7.4	300	19.7
15604	117.42	-72.16	7.4	300	19.6
15609	117.32	-72.19	7.5	300	19.4
15614	117.22	-72.22	7.6	300	19.3
15619	117.12	-72.25	7.6	300	19.2
15624	117.02	-72.27	7.7	300	19.1
15629	116.92	-72.31	7.7	300	19.0
15634	116.82	-72.35	7.7	300	18.9
15639	116.74	-72.38	7.7	300	18.8
15643	116.65	-72.41	7.7	300	18.7
15648	116.56	-72.41	7.7	300	18.7
15653	116.46	-72.39	7.7	300	18.6
15658	116.36	-72.39	7.8	300	18.5
15662	116.27	-72.40	7.8	300	18.4
15667	116.18	-72.42	7.8	301	18.3
15672	116.08	-72.45	7.9	301	18.3
15676	115.99	-72.47	7.9	301	18.2
15681	115.90	-72.49	7.9	301	18.2
15685	115.81	-72.50	7.9	301	18.1
15690	115.72	-72.52	7.9	301	18.1
15695	115.63	-72.55	7.9	301	18.1
15699	115.54	-72.57	7.9	301	18.0
15703	115.46	-72.60	7.9	301	18.0
15707	115.38	-72.63	7.9	302	18.0
15711	115.30	-72.66	7.9	302	18.0
15715	115.22	-72.69	7.9	302	18.0
15720	115.14	-72.70	7.9	302	18.0
15724	115.05	-72.71	8.0	302	18.0
15729	114.95	-72.72	8.0	302	18.0
15734	114.86	-72.73	8.0	302	17.9
15739	114.76	-72.76	8.0	302	17.9
15744	114.66	-72.80	8.0	303	17.9
15748	114.58	-72.82	8.0	303	17.9
15753	114.49	-72.84	8.0	303	17.9
15757	114.40	-72.85	7.9	303	17.9
15762	114.31	-72.87	8.0	303	17.9
15767	114.22	-72.89	8.0	303	17.9
15771	114.13	-72.92	8.0	303	17.9
15776	114.03	-72.94	8.1	304	17.9
15781	113.95	-72.96	8.1	304	17.9
15785	113.86	-73.00	8.1	304	17.9
15790	113.77	-73.04	8.1	304	17.8
15794	113.69	-73.08	8.1	304	17.8
15799	113.60	-73.12	8.1	305	17.8
15804	113.50	-73.16	8.1	305	17.8
15809	113.40	-73.21	8.1	305	17.8
15813	113.31	-73.25	8.1	305	17.7
15818	113.23	-73.29	8.1	306	17.7
15822	113.14	-73.34	8.2	306	17.7
15827	113.05	-73.40	8.2	306	17.6
15832	112.95	-73.44	8.2	307	17.6
15837	112.86	-73.49	8.2	307	17.6
15841	112.78	-73.52	8.2	307	17.6
15845	112.69	-73.55	8.3	307	17.5
15850	112.60	-73.57	8.3	308	17.5
15855	112.51	-73.58	8.2	308	17.5
15860	112.41	-73.58	8.2	308	17.4
15865	112.32	-73.60	8.3	309	17.4
15870	112.22	-73.64	8.3	309	17.4
15875	112.13	-73.69	8.4	309	17.3
15880	112.03	-73.72	8.5	309	17.3
15885	111.94	-73.74	8.5	310	17.2
15889	111.85	-73.75	8.5	310	17.2
15894	111.76	-73.76	8.5	310	17.1
15899	111.67	-73.77	8.6	310	17.0
15903	111.58	-73.78	8.6	310	16.9
15908	111.48	-73.80	8.6	310	16.8
15913	111.39	-73.82	8.7	311	16.7
15918	111.30	-73.84	8.7	311	16.6
15923	111.21	-73.87	8.8	311	16.5
15928	111.11	-73.91	8.9	311	16.4
15933	111.01	-73.96	8.9	311	16.2
15938	110.92	-73.99	8.9	311	16.1
15943	110.83	-73.99	9.0	311	15.9
15948	110.73	-73.95	9.0	311	15.7
15953	110.64	-73.91	9.0	311	15.6
15958	110.55	-73.88	9.0	311	15.4
15962	110.45	-73.87	9.1	311	15.2
15967	110.36	-73.88	9.2	311	15.0
15973	110.26	-73.89	9.2	311	14.8
15978	110.16	-73.90	9.3	311	14.6
15984	110.05	-73.91	9.3	311	14.4
15989	109.96	-73.91	9.4	311	14.2
15993	109.87	-73.90	9.4	311	14.0
15998	109.78	-73.89	9.4	311	13.8
16003	109.69	-73.89	9.4	311	13.6
16008	109.59	-73.89	9.5	310	13.4
16013	109.50	-73.90	9.5	310	13.3
16018	109.42	-73.91	9.5	310	13.1
16022	109.33	-73.92	9.5	310	12.9
16026	109.25	-73.92	9.5	310	12.7
16031	109.16	-73.93	9.5	310	12.6
16036	109.07	-73.95	9.6	310	12.4
16041	108.98	-73.99	9.6	310	12.2
16046	108.88	-74.02	9.6	310	12.1
16051	108.79	-74.04	9.6	310	12.0
16056	108.69	-74.05	9.6	310	11.8
16061	108.60	-74.05	9.6	310	11.7
16066	108.50	-74.05	9.6	310	11.6
16071	108.42	-74.04	9.6	310	11.5
16076	108.33	-74.03	9.6	310	11.4
16081	108.24	-74.04	9.6	311	11.3
16085	108.15	-74.09	9.6	311	11.2
16090	108.07	-74.16	9.6	311	11.1
16094	107.99	-74.20	9.6	311	11.0
16099	107.90	-74.23	9.6	311	10.9
16104	107.80	-74.25	9.6	311	10.8
16109	107.71	-74.27	9.6	311	10.8
16114	107.62	-74.31	9.5	311	10.7
16118	107.54	-74.35	9.5	311	10.6
16123	107.45	-74.39	9.5	311	10.6
16128	107.36	-74.43	9.5	311	10.5
16133	107.27	-74.47	9.5	311	10.5
16138	107.18	-74.49	9.5	311	10.4
16142	107.10	-74.51	9.5	311	10.4
16147	107.01	-74.52	9.5	311	10.3
16152	106.91	-74.51	9.5	310	10.3
16157	106.82	-74.51	9.5	310	10.3
16162	106.73	-74.52	9.5	310	10.2
16167	106.64	-74.54	9.5	310	10.2
16172	106.56	-74.57	9.5	310	10.2
16176	106.48	-74.58	9.4	310	10.2
16181	106.39	-74.59	9.4	310	10.1
16185	106.31	-74.62	9.5	310	10.1
16190	106.23	-74.69	9.5	310	10.1
16195	106.13	-74.78	9.5	310	10.1
16200	106.04	-74.84	9.5	309	10.1
16205	105.94	-74.87	9.5	309	10.0
16210	105.85	-74.89	9.6	309	10.0
16215	105.77	-74.91	9.6	309	10.0
16219	105.68	-74.92	9.6	309	10.0
16224	105.60	-74.93	9.6	309	10.0
16229	105.51	-74.94	9.6	308	10.0
16234	105.41	-74.96	9.6	308	10.0
16239	105.33	-74.99	9.7	308	10.0
16244	105.24	-75.02	9.7	308	10.0
16248	105.16	-75.07	9.7	308	10.0
16253	105.08	-75.14	9.8	307	10.0
16258	104.99	-75.21	9.8	307	10.0
16263	104.90	-75.27	9.9	307	10.0
16268	104.80	-75.28	9.9	306	10.0
16273	104.71	-75.29	9.9	306	10.0
16278	104.61	-75.29	10.0	306	10.0
16284	104.52	-75.29	10.0	305	10.0
16289	104.42	-75.32	10.0	305	10.0
16294	104.34	-75.37	10.1	305	10.0
16299	104.25	-75.44	10.2	304	10.0
16303	104.17	-75.49	10.3	304	10.0
16308	104.08	-75.51	10.3	303	10.0
16312	104.00	-75.53	10.4	303	10.0
16317	103.92	-75.53	10.5	302	10.0
16322	103.83	-75.54	10.6	302	10.0
16327	103.74	-75.56	10.6	301	10.0
16332	103.66	-75.60	10.7	301	10.0
16337	103.57	-75.64	10.8	300	10.0
16342	103.47	-75.69	10.8	300	10.1
16347	103.38	-75.73	10.9	299	10.1
16352	103.30	-75.77	11.0	299	10.1
16356	103.22	-75.81	11.1	298	10.1
16360	103.15	-75.85	11.1	298	10.1
16364	103.07	-75.88	11.2	297	10.2
16369	102.99	-75.90	11.3	297	10.2
16373	102.91	-75.93	11.3	296	10.2
16378	102.83	-75.97	11.5	295	10.2
16383	102.74	-76.00	11.5	295	10.3
16388	102.65	-76.02	11.6	294	10.3
16393	102.56	-76.04	11.7	294	10.3
16398	102.48	-76.06	11.7	294	10.4
16403	102.39	-76.11	11.8	293	10.4
16407	102.31	-76.16	11.9	293	10.4
16412	102.22	-76.21	12.0	292	10.5
16417	102.13	-76.25	12.1	292	10.5
16423	102.03	-76.27	12.2	291	10.6
16428	101.94	-76.28	12.2	291	10.6
16433	101.85	-76.29	12.3	291	10.7
16438	101.77	-76.31	12.3	291	10.7
16442	101.69	-76.35	12.4	290	10.8
16447	101.60	-76.39	12.5	290	10.8
16451	101.53	-76.44	12.6	290	10.9
16456	101.45	-76.49	12.7	290	11.0
16460	101.37	-76.54	12.7	290	11.1
16465	101.29	-76.58	12.8	290	11.1
16470	101.21	-76.61	12.9	290	11.2
16475	101.12	-76.65	13.0	290	11.3
16480	101.03	-76.69	13.0	290	11.4
16485	100.94	-76.73	13.1	290	11.4
16489	100.86	-76.77	13.1	290	11.5
16494	100.78	-76.79	13.2	290	11.6
16499	100.70	-76.81	13.3	290	11.7
16503	100.62	-76.80	13.3	291	11.8
16508	100.54	-76.78	13.4	291	11.9
16513	100.45	-76.75	13.4	291	11.9
16518	100.36	-76.73	13.5	291	12.0
16523	100.27	-76.75	13.5	291	12.1
16528	100.18	-76.78	13.6	292	12.2
16533	100.10	-76.83	13.6	292	12.3
16538	100.01	-76.88	13.7	292	12.3
16543	99.93	-76.94	13.7	292	12.4
16548	99.84	-76.98	13.7	292	12.5
16553	99.75	-77.02	13.8	292	12.6
16558	99.67	-77.04	13.8	293	12.6
16563	99.58	-77.06	13.9	293	12.7
16568	99.49	-77.06	14.0	293	12.8
16573	99.40	-77.08	14.0	293	12.8
16578	99.32	-77.11	14.1	293	12.9
16582	99.24	-77.16	14.2	293	12.9
16587	99.16	-77.21	14.2	293	13.0
16592	99.08	-77.26	14.2	293	13.0
16597	98.99	-77.30	14.3	293	13.1
16602	98.90	-77.35	14.3	293	13.1
16607	98.82	-77.42	14.4	293	13.2
16611	98.74	-77.48	14.4	293	13.2
16616	98.66	-77.54	14.4	293	13.3
16620	98.59	-77.59	14.4	293	13.3
16625	98.51	-77.64	14.4	293	13.3
16629	98.43	-77.68	14.4	293	13.4
16634	98.35	-77.73	14.5	292	13.4
16639	98.27	-77.77	14.5	292	13.4
16643	98.19	-77.81	14.5	292	13.4
16648	98.11	-77.84	14.5	292	13.4
16652	98.03	-77.87	14.6	292	13.4
16657	97.95	-77.88	14.7	291	13.4
16662	97.87	-77.90	14.7	291	13.5
16667	97.79	-77.89	14.7	291	13.4
16671	97.71	-77.89	14.7	291	13.4
16676	97.63	-77.88	14.7	290	13.4
16681	97.55	-77.89	14.7	290	13.4
16685	97.47	-77.92	14.8	290	13.4
16690	97.39	-77.96	14.8	290	13.4
16695	97.31	-77.99	14.8	289	13.4
16700	97.22	-78.02	14.8	289	13.3
16705	97.13	-78.04	14.8	289	13.3
16710	97.05	-78.07	14.8	288	13.3
16715	96.97	-78.11	14.8	288	13.2
16720	96.89	-78.14	14.9	288	13.2
16724	96.81	-78.17	14.9	287	13.1
16729	96.73	-78.20	14.9	287	13.1
16733	96.65	-78.23	14.9	287	13.0
16738	96.58	-78.27	14.9	286	12.9
16743	96.50	-78.30	15.0	286	12.9
16747	96.43	-78.32	15.0	286	12.8
16751	96.36	-78.35	15.0	285	12.7
16755	96.28	-78.37	15.0	285	12.6
16760	96.20	-78.40	14.9	285	12.5
16765	96.12	-78.44	14.9	284	12.4
16770	96.03	-78.47	14.9	284	12.3
16775	95.95	-78.49	14.9	284	12.2
16780	95.87	-78.53	15.0	283	12.1
16784	95.79	-78.57	15.0	283	12.0
16789	95.71	-78.60	15.0	283	11.8
16794	95.63	-78.62	15.0	282	11.7
16799	95.55	-78.62	15.0	282	11.6
16804	95.46	-78.61	15.0	281	11.4
16809	95.38	-78.58	14.9	281	11.3
16814	95.30	-78.56	14.9	280	11.1
16818	95.22	-78.55	14.9	280	11.0
16823	95.14	-78.52	14.9	279	10.8
16829	95.05	-78.47	14.8	279	10.7
16834	94.96	-78.42	14.8	278	10.5
16840	94.86	-78.39	14.8	277	10.4
16846	94.76	-78.38	14.7	277	10.2
16852	94.67	-78.38	14.7	276	10.1
16857	94.59	-78.40	14.7	276	9.9
16861	94.51	-78.42	14.7	275	9.8
16866	94.43	-78.44	14.7	275	9.7
16871	94.34	-78.45	14.7	274	9.5
16876	94.27	-78.45	14.7	274	9.4
16880	94.20	-78.44	14.7	273	9.2
16885	94.12	-78.41	14.6	273	9.1
16889	94.04	-78.37	14.6	273	9.0
16894	93.97	-78.31	14.6	272	8.9
16899	93.89	-78.25	14.5	272	8.8
16903	93.82	-78.22	14.4	272	8.6
16908	93.74	-78.22	14.4	272	8.5
16912	93.67	-78.25	14.4	272	8.4
16917	93.59	-78.27	14.3	272	8.3
16922	93.51	-78.29	14.3	272	8.2
16927	93.43	-78.31	14.3	272	8.1
16932	93.35	-78.32	14.3	272	8.0
16936	93.28	-78.33	14.2	273	7.9
16940	93.21	-78.36	14.2	273	7.8
16945	93.13	-78.38	14.1	273	7.7
16949	93.06	-78.41	14.1	274	7.6
16954	92.99	-78.45	14.1	274	7.5
16958	92.91	-78.49	14.0	275	7.5
16963	92.83	-78.52	14.0	275	7.4
16968	92.76	-78.54	13.9	276	7.3
16972	92.69	-78.55	13.8	276	7.2
16976	92.62	-78.58	13.8	277	7.1
16981	92.55	-78.62	13.7	278	7.0
16986	92.47	-78.64	13.6	278	6.9
16991	92.39	-78.65	13.6	279	6.9
16996	92.31	-78.65	13.5	280	6.8
17000	92.23	-78.63	13.4	281	6.7
17005	92.16	-78.63	13.3	281	6.6
17010	92.08	-78.61	13.2	282	6.6
17014	92.00	-78.60	13.2	283	6.5
17019	91.93	-78.59	13.1	283	6.4
17024	91.85	-78.57	13.0	284	6.3
17029	91.77	-78.55	12.9	285	6.3
17034	91.69	-78.53	12.9	286	6.2
17039	91.61	-78.49	12.8	286	6.1
17043	91.54	-78.42	12.6	287	6.0
17048	91.47	-78.34	12.5	288	6.0
17052	91.40	-78.25	12.4	289	5.9
17056	91.34	-78.18	12.3	290	5.8
17060	91.26	-78.11	12.3	291	5.7
17065	91.19	-78.05	12.1	292	5.7
17069	91.12	-78.01	12.0	293	5.6
17074	91.05	-77.97	11.9	294	5.5
17079	90.97	-77.91	11.9	295	5.4
17083	90.90	-77.82	11.8	297	5.4
17088	90.82	-77.70	11.7	298	5.3
17093	90.75	-77.53	11.5	300	5.2
17097	90.68	-77.34	11.4	302	5.1
17102	90.60	-77.20	11.3	304	5.1
17107	90.52	-77.13	11.3	306	5.0
17112	90.45	-77.06	11.2	308	5.0
17117	90.37	-76.97	11.1	311	4.9
17121	90.30	-76.86	11.0	314	4.9
17125	90.24	-76.75	10.9	316	4.9
17129	90.17	-76.65	10.9	319	4.8
17134	90.10	-76.57	10.8	322	4.8
17138	90.03	-76.52	10.7	325	4.9
17144	89.95	-76.47	10.6	328	4.9
17149	89.87	-76.43	10.5	331	4.9
17154	89.78	-76.38	10.4	334	5.0
17159	89.70	-76.34	10.4	337	5.1
17164	89.63	-76.31	10.3	340	5.2
17168	89.57	-76.27	10.3	343	5.3
17173	89.50	-76.23	10.2	346	5.4
17177	89.43	-76.17	10.1	348	5.5
17182	89.36	-76.11	10.0	351	5.6
17186	89.28	-76.07	10.0	353	5.8
17192	89.20	-76.04	9.9	355	5.9
17198	89.11	-76.03	9.8	357	6.0
17204	89.02	-76.02	9.7	359	6.2
17209	88.93	-76.01	9.5	  0	6.3
17214	88.86	-76.00	9.5	  2	6.5
17219	88.78	-75.98	9.4	  3	6.6
17224	88.71	-75.96	9.4	  4	6.7
17229	88.63	-75.95	9.3	  5	6.9
17233	88.56	-75.93	9.3	  6	7.0
17239	88.48	-75.90	9.2	  7	7.1
17244	88.40	-75.89	9.2	  7	7.2
17249	88.32	-75.90	9.1	  8	7.3
17254	88.25	-75.94	9.0	  8	7.5
17259	88.17	-75.98	8.9	  8	7.5
17263	88.10	-76.02	8.9	  8	7.6
17268	88.03	-76.05	8.8	  8	7.7
17272	87.97	-76.05	8.7	  8	7.8
17277	87.90	-76.05	8.7	  8	7.9
17281	87.83	-76.05	8.6	  7	8.0
17286	87.76	-76.04	8.6	  7	8.0
17291	87.69	-76.04	8.5	  7	8.1
17295	87.62	-76.02	8.5	  6	8.2
17300	87.55	-75.97	8.4	  6	8.2
17305	87.47	-75.89	8.4	  5	8.3
17311	87.38	-75.79	8.3	  4	8.3
17316	87.30	-75.70	8.2	  4	8.4
17321	87.22	-75.64	8.2	  3	8.5
17327	87.14	-75.62	8.1	  2	8.5
17332	87.06	-75.59	8.1	  2	8.6
17337	86.98	-75.56	8.1	  1	8.7
17343	86.90	-75.50	8.0	  1	8.7
17347	86.83	-75.45	8.0	360	8.8
17351	86.77	-75.44	7.9	359	8.9
17355	86.71	-75.43	7.9	359	9.0
17360	86.64	-75.43	7.9	358	9.0
17365	86.57	-75.42	7.8	358	9.1
17369	86.50	-75.36	7.8	358	9.2
17374	86.43	-75.25	7.9	357	9.3
17379	86.36	-75.16	7.9	357	9.3
17383	86.29	-75.09	7.9	356	9.4
17388	86.23	-75.07	7.8	356	9.5
17392	86.16	-75.10	7.8	356	9.6
17397	86.09	-75.13	7.7	356	9.7
17402	86.01	-75.16	7.7	355	9.8
17407	85.93	-75.18	7.7	355	9.8
17412	85.86	-75.21	7.7	355	9.9
17417	85.80	-75.26	7.7	355	10.0
17421	85.73	-75.31	7.7	354	10.1
17425	85.67	-75.36	7.7	354	10.2
17429	85.61	-75.41	7.7	354	10.3
17434	85.54	-75.45	7.7	354	10.3
17439	85.47	-75.48	7.7	353	10.4
17444	85.39	-75.50	7.7	353	10.5
17450	85.31	-75.50	7.6	353	10.6
17454	85.24	-75.49	7.6	353	10.7
17459	85.18	-75.47	7.5	353	10.8
17463	85.11	-75.45	7.5	352	10.9
17467	85.05	-75.44	7.4	352	11.0
17471	84.99	-75.44	7.4	352	11.0
17476	84.92	-75.46	7.4	352	11.1
17481	84.85	-75.48	7.4	352	11.2
17486	84.78	-75.50	7.4	351	11.3
17490	84.71	-75.51	7.4	351	11.4
17495	84.64	-75.52	7.4	351	11.5
17500	84.57	-75.55	7.4	351	11.6
17505	84.49	-75.57	7.4	351	11.7
17510	84.42	-75.60	7.3	351	11.8
17515	84.35	-75.61	7.3	351	11.9
17520	84.27	-75.62	7.3	351	12.0
17525	84.20	-75.64	7.3	351	12.1
17530	84.13	-75.65	7.2	351	12.2
17535	84.06	-75.64	7.2	351	12.2
17540	83.99	-75.62	7.2	350	12.3
17545	83.92	-75.59	7.2	350	12.4
17550	83.85	-75.59	7.1	350	12.5
17554	83.78	-75.61	7.2	350	12.6
17559	83.71	-75.65	7.2	350	12.7
17563	83.65	-75.70	7.2	350	12.8
17568	83.57	-75.73	7.2	350	12.9
17574	83.50	-75.75	7.2	350	13.0
17579	83.43	-75.76	7.2	350	13.1
17583	83.36	-75.78	7.1	350	13.2
17588	83.29	-75.79	7.1	350	13.3
17593	83.22	-75.80	7.1	350	13.4
17598	83.15	-75.80	7.1	350	13.4
17603	83.08	-75.81	7.1	350	13.5
17607	83.01	-75.80	7.1	350	13.6
17612	82.95	-75.80	7.1	350	13.7
17617	82.88	-75.82	7.1	350	13.7
17622	82.81	-75.84	7.1	349	13.8
17627	82.73	-75.86	7.1	349	13.9
17632	82.66	-75.90	7.1	349	13.9
17637	82.59	-75.94	7.1	349	14.0
17642	82.51	-75.96	7.0	349	14.0
17647	82.44	-75.98	7.0	349	14.1
17652	82.37	-75.97	7.0	348	14.1
17657	82.30	-75.95	7.0	348	14.2
17661	82.24	-75.93	7.0	348	14.2
17666	82.17	-75.92	7.0	348	14.2
17671	82.10	-75.92	7.0	348	14.2
17676	82.03	-75.92	7.0	347	14.3
17681	81.96	-75.91	7.0	347	14.3
17686	81.89	-75.89	6.9	347	14.3
17691	81.81	-75.88	6.9	347	14.3
17696	81.75	-75.89	6.9	347	14.3
17701	81.68	-75.89	6.9	346	14.3
17705	81.62	-75.89	6.9	346	14.3
17710	81.55	-75.89	6.9	346	14.3
17715	81.47	-75.88	6.8	346	14.2
17721	81.40	-75.86	6.8	346	14.2
17726	81.32	-75.83	6.8	345	14.2
17732	81.25	-75.80	6.8	345	14.1
17737	81.18	-75.77	6.8	345	14.1
17742	81.11	-75.75	6.7	345	14.1
17747	81.03	-75.75	6.7	344	14.0
17752	80.96	-75.77	6.7	344	14.0
17756	80.90	-75.79	6.7	344	13.9
17761	80.84	-75.79	6.7	344	13.9
17765	80.77	-75.78	6.7	343	13.8
17770	80.71	-75.77	6.6	343	13.8
17775	80.64	-75.78	6.6	343	13.8
17780	80.57	-75.81	6.6	343	13.7
17784	80.51	-75.83	6.5	342	13.7
17789	80.44	-75.84	6.5	342	13.6
17794	80.37	-75.84	6.4	341	13.6
17799	80.30	-75.83	6.3	341	13.5
17804	80.23	-75.82	6.3	341	13.5
17809	80.16	-75.80	6.2	340	13.4
17814	80.10	-75.75	6.2	340	13.3
17818	80.04	-75.70	6.2	339	13.3
17822	79.99	-75.66	6.2	339	13.2
17826	79.93	-75.62	6.1	338	13.2
17831	79.86	-75.58	6.1	338	13.1
17836	79.79	-75.53	6.0	337	13.0
17841	79.72	-75.49	6.0	337	12.9
17845	79.66	-75.48	5.9	336	12.8
17850	79.59	-75.48	5.8	335	12.7
17856	79.52	-75.49	5.8	335	12.6
17861	79.45	-75.51	5.7	334	12.5
17866	79.38	-75.54	5.7	334	12.4
17871	79.31	-75.56	5.6	333	12.2
17876	79.24	-75.56	5.6	332	12.1
17881	79.17	-75.57	5.6	332	11.9
17887	79.09	-75.59	5.5	331	11.8
17892	79.02	-75.61	5.5	330	11.6
17898	78.94	-75.58	5.4	329	11.4
17903	78.87	-75.48	5.4	329	11.2
17908	78.81	-75.32	5.3	328	11.0
17912	78.74	-75.10	5.2	327	10.8
17917	78.68	-74.85	5.2	326	10.6
17922	78.61	-74.64	5.1	325	10.4
17927	78.55	-74.45	5.1	324	10.1
17932	78.48	-74.29	5.1	324	9.9
17937	78.41	-74.13	5.1	323	9.7
17942	78.34	-73.98	5.0	322	9.5
17948	78.26	-73.80	5.0	321	9.3
17953	78.20	-73.61	5.0	320	9.0
17958	78.14	-73.42	5.0	319	8.8
17962	78.07	-73.25	5.0	318	8.6
17967	78.01	-73.10	5.0	317	8.4
17972	77.95	-72.99	5.0	316	8.2
17976	77.89	-72.92	5.0	315	8.0
